,Accession,Segment,Nuc_Completeness,Species
2316,KR047367.1,M,partial,Orthohantavirus puumalaense
2317,KR047368.1,M,partial,Orthohantavirus puumalaense
2318,KR047369.1,M,partial,Orthohantavirus puumalaense
2319,KR047370.1,M,partial,Orthohantavirus puumalaense
2320,KR047371.1,M,partial,Orthohantavirus puumalaense
2321,KR047372.1,M,partial,Orthohantavirus puumalaense
2322,KR047373.1,M,partial,Orthohantavirus puumalaense
2323,KR047374.1,M,partial,Orthohantavirus puumalaense
2324,KR047375.1,M,partial,Orthohantavirus puumalaense
2325,KR047376.1,M,partial,Orthohantavirus puumalaense
2326,KR047377.1,M,partial,Orthohantavirus puumalaense
2327,KR047378.1,M,partial,Orthohantavirus puumalaense
2328,KR047379.1,M,partial,Orthohantavirus puumalaense
2329,KR047380.1,M,partial,Orthohantavirus puumalaense
2330,KR047381.1,M,partial,Orthohantavirus puumalaense
2331,KR047382.1,M,partial,Orthohantavirus puumalaense
2332,KR047383.1,M,partial,Orthohantavirus puumalaense
2333,KR047384.1,M,partial,Orthohantavirus puumalaense
2334,KR047385.1,M,partial,Orthohantavirus puumalaense
2335,KR047386.1,M,partial,Orthohantavirus puumalaense
2336,KR047387.1,M,partial,Orthohantavirus puumalaense
2337,KR047388.1,M,partial,Orthohantavirus puumalaense
2338,KR047389.1,M,partial,Orthohantavirus puumalaense
2339,KR047390.1,M,partial,Orthohantavirus puumalaense
2340,KR047391.1,M,partial,Orthohantavirus puumalaense
2341,KR047392.1,M,partial,Orthohantavirus puumalaense
2342,KR047393.1,M,partial,Orthohantavirus puumalaense
2343,KR047394.1,M,partial,Orthohantavirus puumalaense
2344,KR047395.1,M,partial,Orthohantavirus puumalaense
2345,KR047396.1,M,partial,Orthohantavirus puumalaense
2346,KR047397.1,M,partial,Orthohantavirus puumalaense
2347,KR047398.1,M,partial,Orthohantavirus puumalaense
2348,KR047399.1,M,partial,Orthohantavirus puumalaense
2349,KR047400.1,M,partial,Orthohantavirus puumalaense
2350,KR047401.1,M,partial,Orthohantavirus puumalaense
2351,KR047402.1,M,partial,Orthohantavirus puumalaense
2352,KR047403.1,M,partial,Orthohantavirus puumalaense
2353,KR047404.1,M,partial,Orthohantavirus puumalaense
2354,KR047405.1,M,partial,Orthohantavirus puumalaense
2355,KR047406.1,M,partial,Orthohantavirus puumalaense
2356,KR047407.1,M,partial,Orthohantavirus puumalaense
2357,KR047408.1,M,partial,Orthohantavirus puumalaense
2358,KR047409.1,M,partial,Orthohantavirus puumalaense
2359,KR047410.1,M,partial,Orthohantavirus puumalaense
2360,KR047411.1,M,partial,Orthohantavirus puumalaense
2361,KR047412.1,M,partial,Orthohantavirus puumalaense
2362,KR047413.1,M,partial,Orthohantavirus puumalaense
2363,KR047414.1,M,partial,Orthohantavirus puumalaense
2364,KR047415.1,M,partial,Orthohantavirus puumalaense
2365,KR047416.1,M,partial,Orthohantavirus puumalaense
2366,KR047417.1,M,partial,Orthohantavirus puumalaense
2367,KR047418.1,M,partial,Orthohantavirus puumalaense
2368,KR047419.1,M,partial,Orthohantavirus puumalaense
2369,KR047420.1,M,partial,Orthohantavirus puumalaense
2370,KR047421.1,M,partial,Orthohantavirus puumalaense
2371,KR047422.1,M,partial,Orthohantavirus puumalaense
2372,KR047423.1,M,partial,Orthohantavirus puumalaense
2373,KR047424.1,M,partial,Orthohantavirus puumalaense
2374,KR047425.1,M,partial,Orthohantavirus puumalaense
2375,KR047426.1,M,partial,Orthohantavirus puumalaense
2376,KR047427.1,M,partial,Orthohantavirus puumalaense
2377,KR047428.1,M,partial,Orthohantavirus puumalaense
2378,KR047429.1,M,partial,Orthohantavirus puumalaense
2379,KR047430.1,M,partial,Orthohantavirus puumalaense
2380,KR047431.1,M,partial,Orthohantavirus puumalaense
2381,KR047432.1,L,partial,Orthohantavirus puumalaense
2382,KR047433.1,L,partial,Orthohantavirus puumalaense
2383,KR047434.1,L,partial,Orthohantavirus puumalaense
2384,KR047435.1,L,partial,Orthohantavirus puumalaense
2385,KR047436.1,L,partial,Orthohantavirus puumalaense
2386,KR047437.1,L,partial,Orthohantavirus puumalaense
2387,KR047438.1,L,partial,Orthohantavirus puumalaense
2388,KR047439.1,L,partial,Orthohantavirus puumalaense
2389,KR047440.1,L,partial,Orthohantavirus puumalaense
2390,KR047441.1,L,partial,Orthohantavirus puumalaense
2391,KR047442.1,L,partial,Orthohantavirus puumalaense
2392,KR047443.1,L,partial,Orthohantavirus puumalaense
2393,KR047444.1,L,partial,Orthohantavirus puumalaense
2394,KR047445.1,L,partial,Orthohantavirus puumalaense
2395,KR047446.1,L,partial,Orthohantavirus puumalaense
2396,KR047447.1,L,partial,Orthohantavirus puumalaense
2397,KR047448.1,L,partial,Orthohantavirus puumalaense
2398,KR047449.1,L,partial,Orthohantavirus puumalaense
2399,KR047450.1,L,partial,Orthohantavirus puumalaense
2400,KR047451.1,L,partial,Orthohantavirus puumalaense
2401,KR047452.1,L,partial,Orthohantavirus puumalaense
2402,KR047453.1,L,partial,Orthohantavirus puumalaense
2403,KR047454.1,L,partial,Orthohantavirus puumalaense
2404,KR047455.1,L,partial,Orthohantavirus puumalaense
2405,KR047456.1,L,partial,Orthohantavirus puumalaense
2406,KR047457.1,L,partial,Orthohantavirus puumalaense
2407,KR047458.1,L,partial,Orthohantavirus puumalaense
2408,KR047459.1,L,partial,Orthohantavirus puumalaense
2409,KR047460.1,L,partial,Orthohantavirus puumalaense
2410,KR047461.1,L,partial,Orthohantavirus puumalaense
2411,KR047462.1,L,partial,Orthohantavirus puumalaense
2412,KR047463.1,L,partial,Orthohantavirus puumalaense
2413,KR047464.1,L,partial,Orthohantavirus puumalaense
2414,KR047465.1,L,partial,Orthohantavirus puumalaense
2415,KR047466.1,L,partial,Orthohantavirus puumalaense
2416,KR047467.1,L,partial,Orthohantavirus puumalaense
2417,KR047468.1,L,partial,Orthohantavirus puumalaense
2418,KR047469.1,L,partial,Orthohantavirus puumalaense
2419,KR047470.1,L,partial,Orthohantavirus puumalaense
2420,KR047471.1,L,partial,Orthohantavirus puumalaense
2421,KR047472.1,L,partial,Orthohantavirus puumalaense
2422,KR047473.1,L,partial,Orthohantavirus puumalaense
2423,KR047474.1,L,partial,Orthohantavirus puumalaense
2424,KR047475.1,L,partial,Orthohantavirus puumalaense
2425,KR047476.1,L,partial,Orthohantavirus puumalaense
2426,KR047477.1,L,partial,Orthohantavirus puumalaense
2427,KR047478.1,L,partial,Orthohantavirus puumalaense
2428,KR047479.1,L,partial,Orthohantavirus puumalaense
2429,KR047480.1,L,partial,Orthohantavirus puumalaense
2430,KR047481.1,L,partial,Orthohantavirus puumalaense
2431,KR047482.1,L,partial,Orthohantavirus puumalaense
2432,KR047483.1,L,partial,Orthohantavirus puumalaense
2433,KR047484.1,L,partial,Orthohantavirus puumalaense
2434,KR047485.1,L,partial,Orthohantavirus puumalaense
2435,KR047486.1,L,partial,Orthohantavirus puumalaense
2436,KR047487.1,L,partial,Orthohantavirus puumalaense
2437,KR047488.1,L,partial,Orthohantavirus puumalaense
2438,KR047489.1,L,partial,Orthohantavirus puumalaense
2439,KR047490.1,L,partial,Orthohantavirus puumalaense
2440,KR047491.1,L,partial,Orthohantavirus puumalaense
2441,KR047492.1,L,partial,Orthohantavirus puumalaense
2442,KR047493.1,L,partial,Orthohantavirus puumalaense
2443,KR047494.1,L,partial,Orthohantavirus puumalaense
2444,KR047495.1,L,partial,Orthohantavirus puumalaense
2445,KR047496.1,L,partial,Orthohantavirus puumalaense
2446,KR047497.1,L,partial,Orthohantavirus puumalaense
2447,KR047498.1,L,partial,Orthohantavirus puumalaense
2448,KR047499.1,L,partial,Orthohantavirus puumalaense
2449,KR047500.1,L,partial,Orthohantavirus puumalaense
2450,KR047501.1,L,partial,Orthohantavirus puumalaense
2451,KR047502.1,L,partial,Orthohantavirus puumalaense
2452,KR047503.1,L,partial,Orthohantavirus puumalaense
2453,KR047504.1,L,partial,Orthohantavirus puumalaense
2454,KR047505.1,L,partial,Orthohantavirus puumalaense
2455,KR047506.1,L,partial,Orthohantavirus puumalaense
2456,KR047507.1,L,partial,Orthohantavirus puumalaense
2457,KR047508.1,L,partial,Orthohantavirus puumalaense
2458,KR047509.1,L,partial,Orthohantavirus puumalaense
2459,KR047510.1,L,partial,Orthohantavirus puumalaense
2460,KR047511.1,L,partial,Orthohantavirus puumalaense
2461,KR047512.1,L,partial,Orthohantavirus puumalaense
2462,KR047513.1,L,partial,Orthohantavirus puumalaense
2463,KR047514.1,L,partial,Orthohantavirus puumalaense
2464,KR047515.1,L,partial,Orthohantavirus puumalaense
2465,KR047516.1,L,partial,Orthohantavirus puumalaense
2466,KR047517.1,L,partial,Orthohantavirus puumalaense
2467,KR047518.1,L,partial,Orthohantavirus puumalaense
2468,KR047519.1,L,partial,Orthohantavirus puumalaense
2469,KR047520.1,L,partial,Orthohantavirus puumalaense
2470,KR047521.1,L,partial,Orthohantavirus puumalaense
2471,KR047522.1,L,partial,Orthohantavirus puumalaense
2472,KR047523.1,L,partial,Orthohantavirus puumalaense
2473,KR047524.1,L,partial,Orthohantavirus puumalaense
2474,KR047525.1,L,partial,Orthohantavirus puumalaense
2475,KR047526.1,L,partial,Orthohantavirus puumalaense
2476,KR047527.1,L,partial,Orthohantavirus puumalaense
2477,KR047528.1,L,partial,Orthohantavirus puumalaense
2478,KR047529.1,L,partial,Orthohantavirus puumalaense
2479,KR047530.1,L,partial,Orthohantavirus puumalaense
2480,KR047531.1,L,partial,Orthohantavirus puumalaense
2481,KR047532.1,L,partial,Orthohantavirus puumalaense
2482,KR047533.1,L,partial,Orthohantavirus puumalaense
2483,KR047534.1,L,partial,Orthohantavirus puumalaense
2484,KR047535.1,L,partial,Orthohantavirus puumalaense
2485,KR047536.1,L,partial,Orthohantavirus puumalaense
2486,KR047537.1,L,partial,Orthohantavirus puumalaense
2487,KR047538.1,L,partial,Orthohantavirus puumalaense
2488,KR047539.1,L,partial,Orthohantavirus puumalaense
2489,KR047540.1,L,partial,Orthohantavirus puumalaense
2490,KR047541.1,L,partial,Orthohantavirus puumalaense
2491,KR047542.1,L,partial,Orthohantavirus puumalaense
2492,KR047543.1,L,partial,Orthohantavirus puumalaense
2493,KR047544.1,L,partial,Orthohantavirus puumalaense
2494,KR047545.1,L,partial,Orthohantavirus puumalaense
2495,KR047546.1,L,partial,Orthohantavirus puumalaense
2496,KR047547.1,L,partial,Orthohantavirus puumalaense
2497,KR047548.1,L,partial,Orthohantavirus puumalaense
2498,KR047549.1,L,partial,Orthohantavirus puumalaense
2499,KR047550.1,L,partial,Orthohantavirus puumalaense
2500,KR047551.1,L,partial,Orthohantavirus puumalaense
2501,KR047552.1,L,partial,Orthohantavirus puumalaense
2502,KR047553.1,L,partial,Orthohantavirus puumalaense
2503,KR047554.1,L,partial,Orthohantavirus puumalaense
2504,KM013472.1,S,partial,Orthohantavirus puumalaense
2505,KM013473.1,S,partial,Orthohantavirus puumalaense
2506,KM013474.1,S,partial,Orthohantavirus puumalaense
2507,KM013475.1,S,partial,Orthohantavirus puumalaense
2508,KM245952.1,M,partial,Orthohantavirus puumalaense
2509,KM245953.1,M,partial,Orthohantavirus puumalaense
2510,KM245954.1,M,partial,Orthohantavirus puumalaense
2511,KM245955.1,M,partial,Orthohantavirus puumalaense
2512,KM245956.1,M,partial,Orthohantavirus puumalaense
2513,KM245957.1,L,partial,Orthohantavirus puumalaense
2514,KM245958.1,M,partial,Orthohantavirus puumalaense
2515,KM245959.1,L,partial,Orthohantavirus puumalaense
2516,KM245960.1,L,partial,Orthohantavirus puumalaense
2517,KM245961.1,L,partial,Orthohantavirus puumalaense
2518,KM245962.1,S,partial,Orthohantavirus puumalaense
2519,KM245963.1,S,partial,Orthohantavirus puumalaense
2520,KM245964.1,S,partial,Orthohantavirus puumalaense
2521,KP292966.1,S,partial,Orthohantavirus puumalaense
2522,KP292967.1,L,partial,Orthohantavirus puumalaense
2523,KP292968.1,L,partial,Orthohantavirus puumalaense
2524,KP292969.1,L,partial,Orthohantavirus puumalaense
2525,KP292970.1,M,partial,Orthohantavirus puumalaense
2526,KP292971.1,M,partial,Orthohantavirus puumalaense
2527,KP292972.1,M,partial,Orthohantavirus puumalaense
2528,KP292973.1,M,partial,Orthohantavirus puumalaense
2529,KR072694.1,L,partial,Orthohantavirus puumalaense
2530,KP325674.1,S,partial,Orthohantavirus puumalaense
2531,KP325675.1,S,partial,Orthohantavirus puumalaense
2532,KJ994776.1,S,complete,Orthohantavirus puumalaense
2533,KJ994777.1,M,complete,Orthohantavirus puumalaense
2534,KJ994778.1,L,complete,Orthohantavirus puumalaense
2535,KF776554.1,L,partial,Orthohantavirus puumalaense
2536,KF776555.1,L,partial,Orthohantavirus puumalaense
2537,KF776556.1,L,partial,Orthohantavirus puumalaense
2538,KF776558.1,L,partial,Orthohantavirus puumalaense
2539,KF776559.1,L,partial,Orthohantavirus puumalaense
2540,KF776560.1,L,partial,Orthohantavirus puumalaense
2541,KF776561.1,L,partial,Orthohantavirus puumalaense
2542,KF776562.1,L,partial,Orthohantavirus puumalaense
2543,KF776563.1,L,partial,Orthohantavirus puumalaense
2544,KF776565.1,L,partial,Orthohantavirus puumalaense
2545,KF776566.1,L,partial,Orthohantavirus puumalaense
2546,KF776567.1,L,partial,Orthohantavirus puumalaense
2547,KF776568.1,L,partial,Orthohantavirus puumalaense
2548,KF776569.1,L,partial,Orthohantavirus puumalaense
2549,KF776570.1,L,partial,Orthohantavirus puumalaense
2550,KF776571.1,L,partial,Orthohantavirus puumalaense
2551,KF776572.1,L,partial,Orthohantavirus puumalaense
2552,KF776573.1,L,partial,Orthohantavirus puumalaense
2553,KF776574.1,L,partial,Orthohantavirus puumalaense
2554,KF776575.1,L,partial,Orthohantavirus puumalaense
2555,KF776576.1,L,partial,Orthohantavirus puumalaense
2556,KF776577.1,L,partial,Orthohantavirus puumalaense
2557,KF776579.1,L,partial,Orthohantavirus puumalaense
2558,KF776580.1,L,partial,Orthohantavirus puumalaense
2559,KF776584.1,L,partial,Orthohantavirus puumalaense
2560,KF776587.1,L,partial,Orthohantavirus puumalaense
2561,KF776588.1,L,partial,Orthohantavirus puumalaense
2562,KF776589.1,L,partial,Orthohantavirus puumalaense
2563,KF776591.1,L,partial,Orthohantavirus puumalaense
2564,KF776592.1,L,partial,Orthohantavirus puumalaense
2565,KF776593.1,L,partial,Orthohantavirus puumalaense
2566,KF776594.1,L,partial,Orthohantavirus puumalaense
2567,KF776595.1,L,partial,Orthohantavirus puumalaense
2568,KF776598.1,L,partial,Orthohantavirus puumalaense
2569,KF776599.1,L,partial,Orthohantavirus puumalaense
2570,KF776601.1,L,partial,Orthohantavirus puumalaense
2571,KF776602.1,L,partial,Orthohantavirus puumalaense
2572,KF776603.1,L,partial,Orthohantavirus puumalaense
2573,KF776604.1,L,partial,Orthohantavirus puumalaense
2574,KF776605.1,L,partial,Orthohantavirus puumalaense
2575,KF776606.1,L,partial,Orthohantavirus puumalaense
2576,KF776607.1,L,partial,Orthohantavirus puumalaense
2577,KF776611.1,L,partial,Orthohantavirus puumalaense
2578,KF776612.1,L,partial,Orthohantavirus puumalaense
2579,KF776616.1,L,partial,Orthohantavirus puumalaense
2580,KF776617.1,L,partial,Orthohantavirus puumalaense
2581,KF776621.1,L,partial,Orthohantavirus puumalaense
2582,KF776622.1,L,partial,Orthohantavirus puumalaense
2583,KF776625.1,L,partial,Orthohantavirus puumalaense
2584,KF776650.1,L,partial,Orthohantavirus puumalaense
2585,KF776651.1,L,partial,Orthohantavirus puumalaense
2586,KF776652.1,L,partial,Orthohantavirus puumalaense
2587,KF776654.1,L,partial,Orthohantavirus puumalaense
2588,KF776655.1,L,partial,Orthohantavirus puumalaense
2589,KF776656.1,L,partial,Orthohantavirus puumalaense
2590,KF776657.1,L,partial,Orthohantavirus puumalaense
2591,KF776658.1,L,partial,Orthohantavirus puumalaense
2592,KF776659.1,L,partial,Orthohantavirus puumalaense
2593,KF776660.1,L,partial,Orthohantavirus puumalaense
2594,KF776661.1,L,partial,Orthohantavirus puumalaense
2595,KF776662.1,L,partial,Orthohantavirus puumalaense
2596,KF776663.1,L,partial,Orthohantavirus puumalaense
2597,KF776664.1,L,partial,Orthohantavirus puumalaense
2598,KF776665.1,L,partial,Orthohantavirus puumalaense
2599,KF776666.1,L,partial,Orthohantavirus puumalaense
2600,KF776667.1,L,partial,Orthohantavirus puumalaense
2601,KF776668.1,L,partial,Orthohantavirus puumalaense
2602,KF776669.1,L,partial,Orthohantavirus puumalaense
2603,KF776670.1,L,partial,Orthohantavirus puumalaense
2604,KF776671.1,L,partial,Orthohantavirus puumalaense
2605,KF776672.1,L,partial,Orthohantavirus puumalaense
2606,KF776673.1,L,partial,Orthohantavirus puumalaense
2607,KF776674.1,L,partial,Orthohantavirus puumalaense
2608,KF776675.1,L,partial,Orthohantavirus puumalaense
2609,KF776676.1,L,partial,Orthohantavirus puumalaense
2610,KF776677.1,L,partial,Orthohantavirus puumalaense
2611,KF776678.1,L,partial,Orthohantavirus puumalaense
2612,KF776679.1,L,partial,Orthohantavirus puumalaense
2613,KF776680.1,L,partial,Orthohantavirus puumalaense
2614,KF776681.1,L,partial,Orthohantavirus puumalaense
2615,KF776682.1,L,partial,Orthohantavirus puumalaense
2616,KF776683.1,L,partial,Orthohantavirus puumalaense
2617,KF776684.1,L,partial,Orthohantavirus puumalaense
2618,KF776691.1,L,partial,Orthohantavirus puumalaense
2619,KF776699.1,L,partial,Orthohantavirus puumalaense
2620,KF776708.1,L,partial,Orthohantavirus puumalaense
2621,KF776710.1,L,partial,Orthohantavirus puumalaense
2622,KF776711.1,L,partial,Orthohantavirus puumalaense
2623,KF776712.1,L,partial,Orthohantavirus puumalaense
2624,KF776713.1,L,partial,Orthohantavirus puumalaense
2625,KF776719.1,L,partial,Orthohantavirus puumalaense
2626,KF776721.1,L,partial,Orthohantavirus puumalaense
2627,KF776722.1,L,partial,Orthohantavirus puumalaense
2628,KF776723.1,L,partial,Orthohantavirus puumalaense
2629,KF776724.1,L,partial,Orthohantavirus puumalaense
2630,KF776725.1,L,partial,Orthohantavirus puumalaense
2631,KF776726.1,L,partial,Orthohantavirus puumalaense
2632,KF776727.1,L,partial,Orthohantavirus puumalaense
2633,KF776728.1,L,partial,Orthohantavirus puumalaense
2634,KF776729.1,L,partial,Orthohantavirus puumalaense
2635,KF776730.1,L,partial,Orthohantavirus puumalaense
2636,KF776731.1,L,partial,Orthohantavirus puumalaense
2637,KF776732.1,L,partial,Orthohantavirus puumalaense
2638,KF776733.1,L,partial,Orthohantavirus puumalaense
2639,KF776734.1,L,partial,Orthohantavirus puumalaense
2640,KF776747.1,M,partial,Orthohantavirus puumalaense
2641,KF776748.1,M,partial,Orthohantavirus puumalaense
2642,KF776749.1,M,partial,Orthohantavirus puumalaense
2643,KF776750.1,M,partial,Orthohantavirus puumalaense
2644,KF776753.1,M,partial,Orthohantavirus puumalaense
2645,KF776754.1,M,partial,Orthohantavirus puumalaense
2646,KF776755.1,M,partial,Orthohantavirus puumalaense
2647,KF776756.1,M,partial,Orthohantavirus puumalaense
2648,KF776757.1,M,partial,Orthohantavirus puumalaense
2649,KF776758.1,M,partial,Orthohantavirus puumalaense
2650,KF776781.1,M,partial,Orthohantavirus puumalaense
2651,KF776854.1,S,partial,Orthohantavirus puumalaense
2652,KF776855.1,S,partial,Orthohantavirus puumalaense
2653,KF776856.1,S,partial,Orthohantavirus puumalaense
2654,KF776857.1,S,partial,Orthohantavirus puumalaense
2655,KF776859.1,S,partial,Orthohantavirus puumalaense
2656,KF776860.1,S,partial,Orthohantavirus puumalaense
2657,KF776861.1,S,partial,Orthohantavirus puumalaense
2658,KF776862.1,S,partial,Orthohantavirus puumalaense
2659,KF776863.1,S,partial,Orthohantavirus puumalaense
2660,KF776864.1,S,partial,Orthohantavirus puumalaense
2661,KF776865.1,S,partial,Orthohantavirus puumalaense
2662,KF776866.1,S,partial,Orthohantavirus puumalaense
2663,KF776867.1,S,partial,Orthohantavirus puumalaense
2664,KF776868.1,S,partial,Orthohantavirus puumalaense
2665,KF776869.1,S,partial,Orthohantavirus puumalaense
2666,KF776870.1,S,partial,Orthohantavirus puumalaense
2667,KF776871.1,S,partial,Orthohantavirus puumalaense
