Accession,GenBank_RefSeq,Assembly,SRA_Accession,BioSample,BioProject,Organism_Name,Species,Genus,Family,Genotype,Isolate,Segment,GenBank_Title,Length,Nuc_Completeness,Geo_Location,Country,USA,Host,Tissue_Specimen_Source,Submitters,Organization,Org_location,Publications,Collection_Date,Release_Date,Molecule_type
KF425496.2,GenBank,set:312d96f2039c0426cfb77bc350a241c59811eb84,,,,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus,Hantaviridae,,,L,"Dobrava-Belgrade virus strain LT-RS2 RNA-dependent RNA polymerase (L) gene, partial cds",333,partial,Serbia,Serbia,,Apodemus flavicollis,,"Stamenkovic,G., Nikolic,V., Vujosevic,M., Blagojevic,J., Bugarski Stanojevic,V., Adnadjevic,T., Stanojevic,M., Siljic,M.","Institute for Biological Research 'Sinisa Stankovic', Genetics",,,2008,2013-11-24,ssRNA(-)
KF425497.1,GenBank,set:c4a71155924e8275930b438559abd9affc1ee106,,,,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus,Hantaviridae,,,L,"Dobrava-Belgrade virus strain LT-RS3 RNA-dependent RNA polymerase (L) gene, partial cds",327,partial,Serbia,Serbia,,Apodemus flavicollis,,"Stamenkovic,G., Nikolic,V., Vujosevic,M., Blagojevic,J., Bugarski Stanojevic,V., Adnadjevic,T., Stanojevic,M., Siljic,M.","Institute for Biological Research 'Sinisa Stankovic', Genetics",,,2008,2013-11-24,ssRNA(-)
KF039738.1,GenBank,set:04cd5ad43bc868613cd17ab4371f1eb41614be7d,,,,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus,Hantaviridae,,,M,"Dobrava-Belgrade virus strain Istanbul/H56/10 glycoprotein precursor, gene, partial cds",271,partial,Turkey,Turkey,,Homo sapiens,blood,"Ettinger,J., Hofmann,J., Sariguezel,N., Canpolat,A.T., Tuerk,A., Atmaca,D., Akyar,I., Yuecel,S., Arikan,E., Uyar,Y., Caglayik,D.Y., Kocagoez,A.S., Kaya,A., Kruger,D.H.","Charite Medical School, Institute of Medical Virology",Germany,,2010,2013-09-02,ssRNA(-)
KF039739.1,GenBank,set:04cd5ad43bc868613cd17ab4371f1eb41614be7d,,,,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus,Hantaviridae,,,S,"Dobrava-Belgrade virus strain Istanbul/H56/10 nucleocapsid protein gene, partial cds",1033,partial,Turkey,Turkey,,Homo sapiens,blood,"Ettinger,J., Hofmann,J., Sariguezel,N., Canpolat,A.T., Tuerk,A., Atmaca,D., Akyar,I., Yuecel,S., Arikan,E., Uyar,Y., Caglayik,D.Y., Kocagoez,A.S., Kaya,A., Kruger,D.H.","Charite Medical School, Institute of Medical Virology",Germany,,2010,2013-09-02,ssRNA(-)
KF039740.1,GenBank,set:04cd5ad43bc868613cd17ab4371f1eb41614be7d,,,,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus,Hantaviridae,,,L,"Dobrava-Belgrade virus strain Istanbul/H56/10 RNA-dependent polymerase gene, partial cds",347,partial,Turkey,Turkey,,Homo sapiens,blood,"Ettinger,J., Hofmann,J., Sariguezel,N., Canpolat,A.T., Tuerk,A., Atmaca,D., Akyar,I., Yuecel,S., Arikan,E., Uyar,Y., Caglayik,D.Y., Kocagoez,A.S., Kaya,A., Kruger,D.H.","Charite Medical School, Institute of Medical Virology",Germany,,2010,2013-09-02,ssRNA(-)
KF177176.1,GenBank,set:44ac4231643496ffb6b25ccf90923b9b6ccf8eb5,,,,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus,Hantaviridae,,,L,"Dobrava-Belgrade virus strain DOBV_RAV69 RNA-dependent RNA polymerase (L) gene, partial cds",312,partial,Serbia,Serbia,,Glis glis,,"Stanojevic,M., Stajkovic,N., Nikolic,V., Stamenkovic,G., Bozovic,B., Cekanac,R., Jovanovic,N., Marusic,P., Krstic,M., Mladenovic,J., Gligic,A.","Institute of Microbiology and Immunology, Virology Department",Serbia,,2007,2013-08-19,ssRNA(-)
KF177177.1,GenBank,set:cb8a556c8fded0cabeeeca1e8437d93f1b8d84b2,,,,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus,Hantaviridae,,,L,"Dobrava-Belgrade virus strain DOBV_RAV71 RNA-dependent RNA polymerase (L) gene, partial cds",312,partial,Serbia,Serbia,,Apodemus agrarius,,"Stanojevic,M., Stajkovic,N., Nikolic,V., Stamenkovic,G., Bozovic,B., Cekanac,R., Jovanovic,N., Marusic,P., Krstic,M., Mladenovic,J., Gligic,A.","Institute of Microbiology and Immunology, Virology Department",Serbia,,2007,2013-08-19,ssRNA(-)
KC848494.1,GenBank,set:4dcd14e2fd729522950d1fbda12a0b6ac782b6a9,,,,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus,Hantaviridae,,,,"Dobrava-Belgrade virus strain DOB/Pecs/210Af/07 nucleocapsid gene, complete cds",1290,partial,Hungary,Hungary,,Apodemus flavicollis,lung,"Nemeth,V.","Janos Szentagothai Research Center, University of Pecs",Hungary,,2007,2013-07-24,ssRNA(-)
KC848495.1,GenBank,set:864f165d7b29367f0273eb13742cc4a6174c1bf0,,,,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus,Hantaviridae,,,,"Dobrava-Belgrade virus strain DOB/Gola/235Af/07 nucleocapsid gene, complete cds",1290,partial,Hungary,Hungary,,Apodemus flavicollis,lung,"Nemeth,V.","Janos Szentagothai Research Center, University of Pecs",Hungary,,2007,2013-07-24,ssRNA(-)
KC848496.1,GenBank,set:03fca74c198bd63b34bd0f406b2ad83e3bc36685,,,,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus,Hantaviridae,,,,"Dobrava-Belgrade virus strain DOB/Gola/242Af/07 nucleocapsid gene, complete cds",1290,partial,Hungary,Hungary,,Apodemus flavicollis,lung,"Nemeth,V.","Janos Szentagothai Research Center, University of Pecs",Hungary,,2007,2013-07-24,ssRNA(-)
KC848497.1,GenBank,set:cf08773dc965e886e09d6332751c2d4e186c8cf5,,,,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus,Hantaviridae,,,,"Dobrava-Belgrade virus strain DOB/Gola/291Af/07 nucleocapsid gene, complete cds",1290,partial,Hungary,Hungary,,Apodemus flavicollis,lung,"Nemeth,V.","Janos Szentagothai Research Center, University of Pecs",Hungary,,2007,2013-07-24,ssRNA(-)
KC848498.1,GenBank,set:53a311babc3ffcc6008bdea5fbb71f8d16e48686,,,,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus,Hantaviridae,,,,"Dobrava-Belgrade virus strain DOB/Gola/343Af/07 nucleocapsid gene, complete cds",1290,partial,Hungary,Hungary,,Apodemus flavicollis,lung,"Nemeth,V.","Janos Szentagothai Research Center, University of Pecs",Hungary,,2007,2013-07-24,ssRNA(-)
KC848499.1,GenBank,set:36f9ad559d14c2595c038737f3eab865c0ecb003,,,,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus,Hantaviridae,,,,"Dobrava-Belgrade virus strain DOB/Pecs/27Aa/06 nucleocapsid gene, complete cds",1290,partial,Hungary,Hungary,,Apodemus agrarius,lung,"Nemeth,V.","Janos Szentagothai Research Center, University of Pecs",Hungary,,2006,2013-07-24,ssRNA(-)
KC848500.1,GenBank,set:a39dfbbe764b5f2a6616c6e7eb824b60900f1650,,,,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus,Hantaviridae,,,,"Dobrava-Belgrade virus strain DOB/Pecs/31Aa/06 nucleocapsid gene, complete cds",1290,partial,Hungary,Hungary,,Apodemus agrarius,lung,"Nemeth,V.","Janos Szentagothai Research Center, University of Pecs",Hungary,,2006,2013-07-24,ssRNA(-)
KC848501.1,GenBank,set:10b113dc4177a329a4d6c60bf2fb5ec610796c59,,,,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus,Hantaviridae,,,,"Dobrava-Belgrade virus strain DOB/Sarmellek/77Aa/06 nucleocapsid gene, complete cds",1290,partial,Hungary,Hungary,,Apodemus agrarius,lung,"Nemeth,V.","Janos Szentagothai Research Center, University of Pecs",Hungary,,2006,2013-07-24,ssRNA(-)
KC676589.1,GenBank,set:56b8d1aebad2947bb8411a46ee37b0b81e9566c9,,,,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus,Hantaviridae,,,S,"Dobrava-Belgrade virus strain DOBV/Croatia_Gerovo/Af882/2008 nucleocapsid protein (N) gene, complete cds",1567,partial,Croatia,Croatia,,Apodemus flavicollis,heart,"Svoboda,P., Dobler,G., Markotic,A., Kurolt,I.C., Speck,S., Habus,J., Vucelja,M., Krajinovic,L.C., Tadin,A., Margaletic,J., Essbauer,S., Kurolt,I.-C., Cvetko Krajinovic,L.","University Hospital for Infectious Diseases ""Dr. Fran Mihaljevic"", Research Department",Croatia,1,2008,2013-06-25,ssRNA(-)
KC676590.1,GenBank,set:db629556b7462ee8c28dc1bc4f23b78cda47fde6,,,,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus,Hantaviridae,,,S,"Dobrava-Belgrade virus strain DOBV/Croatia_Gerovo/Af894/2008 nucleocapsid protein (N) gene, complete cds",1553,partial,Croatia,Croatia,,Apodemus flavicollis,heart,"Svoboda,P., Dobler,G., Markotic,A., Kurolt,I.C., Speck,S., Habus,J., Vucelja,M., Krajinovic,L.C., Tadin,A., Margaletic,J., Essbauer,S., Kurolt,I.-C., Cvetko Krajinovic,L.","University Hospital for Infectious Diseases ""Dr. Fran Mihaljevic"", Research Department",Croatia,1,2008,2013-06-25,ssRNA(-)
KC676591.1,GenBank,set:9793d05e34fb6e67b7b2f19b26794d6a8e697b56,,,,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus,Hantaviridae,,,S,"Dobrava-Belgrade virus strain DOBV/Croatia_Gerovo/Af903/2008 nucleocapsid protein (N) gene, complete cds",1567,partial,Croatia,Croatia,,Apodemus flavicollis,heart,"Svoboda,P., Dobler,G., Markotic,A., Kurolt,I.C., Speck,S., Habus,J., Vucelja,M., Krajinovic,L.C., Tadin,A., Margaletic,J., Essbauer,S., Kurolt,I.-C., Cvetko Krajinovic,L.","University Hospital for Infectious Diseases ""Dr. Fran Mihaljevic"", Research Department",Croatia,1,2008,2013-06-25,ssRNA(-)
KC676592.1,GenBank,set:d767347a17d7b08287cd24b1b7ea550b1b4d01dd,,,,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus,Hantaviridae,,,S,"Dobrava-Belgrade virus strain DOBV/Croatia_Gerovo/Af910/2008 nucleocapsid protein (N) gene, complete cds",1567,partial,Croatia,Croatia,,Apodemus flavicollis,heart,"Svoboda,P., Dobler,G., Markotic,A., Kurolt,I.C., Speck,S., Habus,J., Vucelja,M., Krajinovic,L.C., Tadin,A., Margaletic,J., Essbauer,S., Kurolt,I.-C., Cvetko Krajinovic,L.","University Hospital for Infectious Diseases ""Dr. Fran Mihaljevic"", Research Department",Croatia,1,2008,2013-06-25,ssRNA(-)
KC676593.1,GenBank,set:2a2c79ee770069e56a7633f6b4d9866459c85d19,,,,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus,Hantaviridae,,,S,"Dobrava-Belgrade virus strain DOBV/Croatia_Gerovo/Af933/2008 nucleocapsid protein (N) gene, partial cds",1527,partial,Croatia,Croatia,,Apodemus flavicollis,heart,"Svoboda,P., Dobler,G., Markotic,A., Kurolt,I.C., Speck,S., Habus,J., Vucelja,M., Krajinovic,L.C., Tadin,A., Margaletic,J., Essbauer,S., Kurolt,I.-C., Cvetko Krajinovic,L.","University Hospital for Infectious Diseases ""Dr. Fran Mihaljevic"", Research Department",Croatia,1,2008,2013-06-25,ssRNA(-)
KC676594.1,GenBank,set:ffc24bcd767ba5881c34cb2090a8397502c1e279,,,,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus,Hantaviridae,,,S,"Dobrava-Belgrade virus strain DOBV/Croatia_Gerovo/Af956/2008 nucleocapsid protein (N) gene, partial cds",1531,partial,Croatia,Croatia,,Apodemus flavicollis,heart,"Svoboda,P., Dobler,G., Markotic,A., Kurolt,I.C., Speck,S., Habus,J., Vucelja,M., Krajinovic,L.C., Tadin,A., Margaletic,J., Essbauer,S., Kurolt,I.-C., Cvetko Krajinovic,L.","University Hospital for Infectious Diseases ""Dr. Fran Mihaljevic"", Research Department",Croatia,1,2008,2013-06-25,ssRNA(-)
KC676595.1,GenBank,set:290f3b1cd3420857de44dea92e37dcbf6654e87e,,,,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus,Hantaviridae,,,S,"Dobrava-Belgrade virus strain DOBV/Croatia_Gerovo/Af957/2008 nucleocapsid protein (N) gene, complete cds",1567,partial,Croatia,Croatia,,Apodemus flavicollis,heart,"Svoboda,P., Dobler,G., Markotic,A., Kurolt,I.C., Speck,S., Habus,J., Vucelja,M., Krajinovic,L.C., Tadin,A., Margaletic,J., Essbauer,S., Kurolt,I.-C., Cvetko Krajinovic,L.","University Hospital for Infectious Diseases ""Dr. Fran Mihaljevic"", Research Department",Croatia,1,2008,2013-06-25,ssRNA(-)
KC676596.1,GenBank,set:7dbe101844412dadfcb51d01bfdf0029249ab2b0,,,,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus,Hantaviridae,,,S,"Dobrava-Belgrade virus strain DOBV/Croatia_Gerovo/Af964/2008 nucleocapsid protein (N) mRNA, partial cds",1527,partial,Croatia,Croatia,,Apodemus flavicollis,heart,"Svoboda,P., Dobler,G., Markotic,A., Kurolt,I.C., Speck,S., Habus,J., Vucelja,M., Krajinovic,L.C., Tadin,A., Margaletic,J., Essbauer,S., Kurolt,I.-C., Cvetko Krajinovic,L.","University Hospital for Infectious Diseases ""Dr. Fran Mihaljevic"", Research Department",Croatia,1,2008,2013-06-25,ssRNA(-)
KC676597.1,GenBank,set:7e9a2a315228eb3c250470170bd4aca57b64ca36,,,,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus,Hantaviridae,,,S,"Dobrava-Belgrade virus strain DOBV/Croatia_Gerovo/Af965/2008 nucleocapsid protein (N) mRNA, complete cds",1567,partial,Croatia,Croatia,,Apodemus flavicollis,heart,"Svoboda,P., Dobler,G., Markotic,A., Kurolt,I.C., Speck,S., Habus,J., Vucelja,M., Krajinovic,L.C., Tadin,A., Margaletic,J., Essbauer,S., Kurolt,I.-C., Cvetko Krajinovic,L.","University Hospital for Infectious Diseases ""Dr. Fran Mihaljevic"", Research Department",Croatia,1,2008,2013-06-25,ssRNA(-)
KC676598.1,GenBank,set:7024b7d2fab650f3982e25b01c7b852d840022f4,,,,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus,Hantaviridae,,,S,"Dobrava-Belgrade virus strain DOBV/Croatia_Gerovo/Af966/2008 nucleocapsid protein (N) mRNA, complete cds",1557,partial,Croatia,Croatia,,Apodemus flavicollis,heart,"Svoboda,P., Dobler,G., Markotic,A., Kurolt,I.C., Speck,S., Habus,J., Vucelja,M., Krajinovic,L.C., Tadin,A., Margaletic,J., Essbauer,S., Kurolt,I.-C., Cvetko Krajinovic,L.","University Hospital for Infectious Diseases ""Dr. Fran Mihaljevic"", Research Department",Croatia,1,2008,2013-06-25,ssRNA(-)
KC676599.1,GenBank,set:67a09de5a605e48d8686274eb407f1f6a25e306a,,,,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus,Hantaviridae,,,S,"Dobrava-Belgrade virus strain DOBV/Croatia_Gerovo/Af967/2008 nucleocapsid protein (N) mRNA, complete cds",1567,partial,Croatia,Croatia,,Apodemus flavicollis,heart,"Svoboda,P., Dobler,G., Markotic,A., Kurolt,I.C., Speck,S., Habus,J., Vucelja,M., Krajinovic,L.C., Tadin,A., Margaletic,J., Essbauer,S., Kurolt,I.-C., Cvetko Krajinovic,L.","University Hospital for Infectious Diseases ""Dr. Fran Mihaljevic"", Research Department",Croatia,1,2008,2013-06-25,ssRNA(-)
KC676600.1,GenBank,set:43d6254255459c785ccd5790c49b1ba119361e24,,,,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus,Hantaviridae,,,S,"Dobrava-Belgrade virus strain DOBV/Croatia_Gerovo/Af968/2008 nucleocapsid protein (N) mRNA, complete cds",1456,partial,Croatia,Croatia,,Apodemus flavicollis,heart,"Svoboda,P., Dobler,G., Markotic,A., Kurolt,I.C., Speck,S., Habus,J., Vucelja,M., Krajinovic,L.C., Tadin,A., Margaletic,J., Essbauer,S., Kurolt,I.-C., Cvetko Krajinovic,L.","University Hospital for Infectious Diseases ""Dr. Fran Mihaljevic"", Research Department",Croatia,1,2008,2013-06-25,ssRNA(-)
KC676601.1,GenBank,set:bfcd2515cd9b47617d2729fcbd9a6cf51a3eea49,,,,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus,Hantaviridae,,,S,"Dobrava-Belgrade virus strain DOBV/Croatia_Gerovo/Af970/2008 nucleocapsid protein (N) mRNA, complete cds",1567,partial,Croatia,Croatia,,Apodemus flavicollis,heart,"Svoboda,P., Dobler,G., Markotic,A., Kurolt,I.C., Speck,S., Habus,J., Vucelja,M., Krajinovic,L.C., Tadin,A., Margaletic,J., Essbauer,S., Kurolt,I.-C., Cvetko Krajinovic,L.","University Hospital for Infectious Diseases ""Dr. Fran Mihaljevic"", Research Department",Croatia,1,2008,2013-06-25,ssRNA(-)
KC676602.1,GenBank,set:d5bc8ffd57404b7128e13a4084278052e0fa64af,,,,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus,Hantaviridae,,,S,"Dobrava-Belgrade virus strain DOBV/Croatia_Zutica/Af813/2007 nucleocapsid protein (N) mRNA, complete cds",1568,partial,Croatia,Croatia,,Apodemus flavicollis,lung,"Svoboda,P., Dobler,G., Markotic,A., Kurolt,I.C., Speck,S., Habus,J., Vucelja,M., Krajinovic,L.C., Tadin,A., Margaletic,J., Essbauer,S., Kurolt,I.-C., Cvetko Krajinovic,L.","University Hospital for Infectious Diseases ""Dr. Fran Mihaljevic"", Research Department",Croatia,1,2007,2013-06-25,ssRNA(-)
KC676603.1,GenBank,set:791b2d56efd3a0c302632e338745673b03a14d4b,,,,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus,Hantaviridae,,,S,"Dobrava-Belgrade virus strain DOBV/Croatia_Zutica/Af815/2007 nucleocapsid protein (N) mRNA, complete cds",1568,partial,Croatia,Croatia,,Apodemus flavicollis,lung,"Svoboda,P., Dobler,G., Markotic,A., Kurolt,I.C., Speck,S., Habus,J., Vucelja,M., Krajinovic,L.C., Tadin,A., Margaletic,J., Essbauer,S., Kurolt,I.-C., Cvetko Krajinovic,L.","University Hospital for Infectious Diseases ""Dr. Fran Mihaljevic"", Research Department",Croatia,1,2007,2013-06-25,ssRNA(-)
KC676604.1,GenBank,set:9d799854b59dbc68e3b310b7d9e20128dd6cd5ef,,,,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus,Hantaviridae,,,S,"Dobrava-Belgrade virus strain DOBV/Croatia_Zutica/Af814/2007 nucleocapsid protein (N) mRNA, partial cds",1529,partial,Croatia,Croatia,,Apodemus flavicollis,lung,"Svoboda,P., Dobler,G., Markotic,A., Kurolt,I.C., Speck,S., Habus,J., Vucelja,M., Krajinovic,L.C., Tadin,A., Margaletic,J., Essbauer,S., Kurolt,I.-C., Cvetko Krajinovic,L.","University Hospital for Infectious Diseases ""Dr. Fran Mihaljevic"", Research Department",Croatia,1,2007,2013-06-25,ssRNA(-)
KC676605.1,GenBank,set:2135ddf8a1e9c3d79c2e73e2853cccf45b36eea9,,,,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus,Hantaviridae,,,S,"Dobrava-Belgrade virus strain DOBV/Croatia_Zutica/As820/2007 nucleocapsid protein (N) mRNA, partial cds",1571,partial,Croatia,Croatia,,Apodemus sylvaticus,lung,"Svoboda,P., Dobler,G., Markotic,A., Kurolt,I.C., Speck,S., Habus,J., Vucelja,M., Krajinovic,L.C., Tadin,A., Margaletic,J., Essbauer,S., Kurolt,I.-C., Cvetko Krajinovic,L.","University Hospital for Infectious Diseases ""Dr. Fran Mihaljevic"", Research Department",Croatia,1,2007,2013-06-25,ssRNA(-)
KC676606.1,GenBank,set:48150512a27e80a2ad85c192b1a9e296cc8b3e08,,,,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus,Hantaviridae,,,S,"Dobrava-Belgrade virus strain OBV/Croatia_Zutica/As822/2007 nucleocapsid protein (N) mRNA, complete cds",1568,partial,Croatia,Croatia,,Apodemus sylvaticus,lung,"Svoboda,P., Dobler,G., Markotic,A., Kurolt,I.C., Speck,S., Habus,J., Vucelja,M., Krajinovic,L.C., Tadin,A., Margaletic,J., Essbauer,S., Kurolt,I.-C., Cvetko Krajinovic,L.","University Hospital for Infectious Diseases ""Dr. Fran Mihaljevic"", Research Department",Croatia,1,2007,2013-06-25,ssRNA(-)
KC676607.1,GenBank,set:4152a426dea89721b9eeeabf700861187b2639ae,,,,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus,Hantaviridae,,,S,"Dobrava-Belgrade virus strain DOBV/Croatia_Zutica/As824/2007 nucleocapsid protein (N) mRNA, partial cds",1520,partial,Croatia,Croatia,,Apodemus sylvaticus,lung,"Svoboda,P., Dobler,G., Markotic,A., Kurolt,I.C., Speck,S., Habus,J., Vucelja,M., Krajinovic,L.C., Tadin,A., Margaletic,J., Essbauer,S., Kurolt,I.-C., Cvetko Krajinovic,L.","University Hospital for Infectious Diseases ""Dr. Fran Mihaljevic"", Research Department",Croatia,1,2007,2013-06-25,ssRNA(-)
KC676608.1,GenBank,set:0ddecd7cfb515591e8a6707278ea241f6a44e392,,,,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus,Hantaviridae,,,S,"Dobrava-Belgrade virus strain DOBV/Croatia_Zutica/As825/2007 nucleocapsid protein (N) mRNA, complete cds",1568,partial,Croatia,Croatia,,Apodemus sylvaticus,lung,"Svoboda,P., Dobler,G., Markotic,A., Kurolt,I.C., Speck,S., Habus,J., Vucelja,M., Krajinovic,L.C., Tadin,A., Margaletic,J., Essbauer,S., Kurolt,I.-C., Cvetko Krajinovic,L.","University Hospital for Infectious Diseases ""Dr. Fran Mihaljevic"", Research Department",Croatia,1,2007,2013-06-25,ssRNA(-)
KC676617.1,GenBank,set:56b8d1aebad2947bb8411a46ee37b0b81e9566c9,,,,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus,Hantaviridae,,,M,"Dobrava-Belgrade virus strain DOBV/Croatia_Gerovo/Af882/2008 glycoprotein precursor, mRNA, partial cds",520,partial,Croatia,Croatia,,Apodemus flavicollis,heart,"Svoboda,P., Dobler,G., Markotic,A., Kurolt,I.C., Speck,S., Habus,J., Vucelja,M., Krajinovic,L.C., Tadin,A., Margaletic,J., Essbauer,S., Kurolt,I.-C., Cvetko Krajinovic,L.","University Hospital for Infectious Diseases ""Dr. Fran Mihaljevic"", Research Department",Croatia,1,2008,2013-06-25,ssRNA(-)
KC676618.1,GenBank,set:9793d05e34fb6e67b7b2f19b26794d6a8e697b56,,,,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus,Hantaviridae,,,M,"Dobrava-Belgrade virus strain DOBV/Croatia_Gerovo/Af903/2008 glycoprotein precursor, mRNA, partial cds",520,partial,Croatia,Croatia,,Apodemus flavicollis,heart,"Svoboda,P., Dobler,G., Markotic,A., Kurolt,I.C., Speck,S., Habus,J., Vucelja,M., Krajinovic,L.C., Tadin,A., Margaletic,J., Essbauer,S., Kurolt,I.-C., Cvetko Krajinovic,L.","University Hospital for Infectious Diseases ""Dr. Fran Mihaljevic"", Research Department",Croatia,1,2008,2013-06-25,ssRNA(-)
KC676619.1,GenBank,set:d767347a17d7b08287cd24b1b7ea550b1b4d01dd,,,,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus,Hantaviridae,,,M,"Dobrava-Belgrade virus strain DOBV/Croatia_Gerovo/Af910/2008 glycoprotein precursor, mRNA, partial cds",520,partial,Croatia,Croatia,,Apodemus flavicollis,heart,"Svoboda,P., Dobler,G., Markotic,A., Kurolt,I.C., Speck,S., Habus,J., Vucelja,M., Krajinovic,L.C., Tadin,A., Margaletic,J., Essbauer,S., Kurolt,I.-C., Cvetko Krajinovic,L.","University Hospital for Infectious Diseases ""Dr. Fran Mihaljevic"", Research Department",Croatia,1,2008,2013-06-25,ssRNA(-)
KC676620.1,GenBank,set:2a2c79ee770069e56a7633f6b4d9866459c85d19,,,,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus,Hantaviridae,,,M,"Dobrava-Belgrade virus strain DOBV/Croatia_Gerovo/Af933/2008 glycoprotein precursor, mRNA, partial cds",520,partial,Croatia,Croatia,,Apodemus flavicollis,heart,"Svoboda,P., Dobler,G., Markotic,A., Kurolt,I.C., Speck,S., Habus,J., Vucelja,M., Krajinovic,L.C., Tadin,A., Margaletic,J., Essbauer,S., Kurolt,I.-C., Cvetko Krajinovic,L.","University Hospital for Infectious Diseases ""Dr. Fran Mihaljevic"", Research Department",Croatia,1,2008,2013-06-25,ssRNA(-)
KC676621.1,GenBank,set:ffc24bcd767ba5881c34cb2090a8397502c1e279,,,,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus,Hantaviridae,,,M,"Dobrava-Belgrade virus strain DOBV/Croatia_Gerovo/Af956/2008 glycoprotein precursor, mRNA, partial cds",520,partial,Croatia,Croatia,,Apodemus flavicollis,heart,"Svoboda,P., Dobler,G., Markotic,A., Kurolt,I.C., Speck,S., Habus,J., Vucelja,M., Krajinovic,L.C., Tadin,A., Margaletic,J., Essbauer,S., Kurolt,I.-C., Cvetko Krajinovic,L.","University Hospital for Infectious Diseases ""Dr. Fran Mihaljevic"", Research Department",Croatia,1,2008,2013-06-25,ssRNA(-)
